SNP	Chr	Pos
ipSNP1188	1	15998829
ipSNP1189	1	16043765
ipSNP1190	1	16047143
ipSNP1191	1	16062255
ipSNP1192	1	16062276
ipSNP1193	1	16062282
ipSNP1194	1	16064557
ipSNP1197	1	16122847
ipSNP1198	1	16178909
ipSNP1199	1	16178918
ipSNP1200	1	16178920
ipSNP1201	1	16178922
ipSNP1202	1	16178925
ipSNP1203	1	16178927
ipSNP1204	1	16202691
ipSNP1205	1	16350289
ipSNP1206	1	16350299
ipSNP1207	1	16350300
ipSNP1208	1	16350334
ipSNP1209	1	16350449
ipSNP1210	1	16350473
ipSNP1211	1	16350485
ipSNP1212	1	16356397
ipSNP1213	1	16356432
ipSNP1214	1	16371658
ipSNP1215	1	16371741
ipSNP1216	1	16371759
ipSNP1217	1	16371777
ipSNP1218	1	16371799
ipSNP1219	1	16372353
ipSNP1220	1	16372398
ipSNP1221	1	16378473
ipSNP1224	1	16627325
ipSNP1225	1	16627341
ipSNP1226	1	16627431
ipSNP1227	1	16695350
ipSNP1228	1	16695375
ipSNP1229	1	16698832
ipSNP1230	1	16698866
ipSNP1231	1	16783464
ipSNP1232	1	16783466
ipSNP1233	1	16783467
ipSNP1234	1	16783486
ipSNP1235	1	16783605
ipSNP1236	1	16783620
ipSNP1237	1	16783673
ipSNP1238	1	16783679
ipSNP1239	1	16784414
ipSNP1240	1	16784466
ipSNP1241	1	16789465
ipSNP1242	1	16792461
ipSNP1243	1	16792466
ipSNP1244	1	16821049
ipSNP1251	1	16825094
ipSNP1252	1	16825097
ipSNP1253	1	16825163
ipSNP1254	1	16825199
ipSNP1255	1	16825232
ipSNP1257	1	16825889
ipSNP1258	1	16825995
ipSNP1259	1	16826035
ipSNP1260	1	16826037
ipSNP1262	1	16948622
ipSNP1263	1	16948624
ipSNP1264	1	16948625
ipSNP1265	1	16948627
ipSNP1266	1	16948629
ipSNP1267	1	16948630
ipSNP1268	1	16948633
ipSNP1269	1	16948634
ipSNP1270	1	16948638
ipSNP1271	1	16948639
ipSNP1272	1	16948643
ipSNP1273	1	16948645
ipSNP1274	1	16948646
ipSNP1275	1	16948651
ipSNP1276	1	16948680
ipSNP1278	1	16950817
ipSNP1279	1	16950843
ipSNP1281	1	17009206
ipSNP1282	1	17009207
ipSNP1283	1	17017687
ipSNP1284	1	17017756
ipSNP1285	1	17086133
ipSNP1286	1	17086185
ipSNP1287	1	17319374
ipSNP1288	1	17319399
ipSNP1289	1	17319400
ipSNP1293	1	17323911
ipSNP1294	1	17323923
ipSNP1295	1	17383245
ipSNP1296	1	17384152
ipSNP1297	1	17492494
ipSNP1298	1	17493998
ipSNP1299	1	17494043
ipSNP1300	1	17494046
ipSNP1301	1	17494066
ipSNP1302	1	17494114
ipSNP1303	1	17494132
ipSNP1304	1	17494133
ipSNP1305	1	17494145
ipSNP1306	1	17494619
ipSNP1307	1	17625057
ipSNP1308	1	17625343
ipSNP1309	1	17625344
ipSNP1310	1	17625345
ipSNP1311	1	17625346
ipSNP1312	1	17625350
ipSNP1313	1	17625351
ipSNP1314	1	17625353
ipSNP1315	1	17640725
ipSNP1316	1	17640750
ipSNP1317	1	17640754
ipSNP1318	1	17640758
ipSNP1319	1	17640767
ipSNP1320	1	17669819
ipSNP1321	1	17669835
ipSNP1322	1	17670475
ipSNP1323	1	17673474
ipSNP1324	1	17673506
ipSNP1325	1	17673689
ipSNP1326	1	17679528
ipSNP1329	1	17679782
ipSNP1330	1	17679806
ipSNP1331	1	17679867
ipSNP1332	1	17679938
ipSNP1333	1	17679958
ipSNP1334	1	17679963
ipSNP1335	1	17680181
ipSNP1336	1	17681172
ipSNP1337	1	17681173
ipSNP1338	1	17681208
ipSNP1339	1	17681395
ipSNP1340	1	17681454
ipSNP1342	1	17681485
ipSNP1343	1	17681487
ipSNP1344	1	17681499
ipSNP1345	1	17681502
ipSNP1346	1	17681542
ipSNP1347	1	17690003
ipSNP1348	1	17695130
ipSNP1349	1	17695167
ipSNP1350	1	17695286
ipSNP1351	1	17715387
ipSNP1352	1	17715415
ipSNP1353	1	17715445
ipSNP1354	1	17715453
ipSNP1355	1	17715537
ipSNP1356	1	17715789
ipSNP1357	1	17735445
ipSNP1358	1	17735689
ipSNP1359	1	17739707
ipSNP1360	1	17828574
ipSNP1361	1	17828579
ipSNP1362	1	17828611
ipSNP1363	1	17828621
ipSNP1364	1	17828632
ipSNP1365	1	17831081
ipSNP1366	1	17831094
ipSNP1367	1	17831103
ipSNP1368	1	17856824
ipSNP1369	1	17886438
ipSNP1370	1	17886443
ipSNP1371	1	17886448
ipSNP1372	1	17966235
ipSNP1373	1	17966237
ipSNP1374	1	17966238
ipSNP1375	1	17966242
ipSNP1376	1	17991464
ipSNP1377	1	17991467
ipSNP1378	1	17991488
ipSNP1379	1	18189281
ipSNP1380	1	18189320
ipSNP1381	1	18189857
ipSNP1382	1	18190122
ipSNP1383	1	18190134
ipSNP1384	1	18190570
ipSNP1385	1	18199121
ipSNP1386	1	18200241
ipSNP1387	1	18200251
ipSNP1388	1	18200261
ipSNP1389	1	18625392
ipSNP1390	1	18625400
ipSNP1392	1	18630123
ipSNP1393	1	18630125
ipSNP1394	1	18630129
ipSNP1395	1	18630130
ipSNP1396	1	18630135
ipSNP1397	1	18630563
ipSNP1398	1	18630728
ipSNP1399	1	18630761
ipSNP1400	1	18640645
ipSNP1402	1	18643201
ipSNP1403	1	18835697
ipSNP1404	1	18835824
ipSNP1405	1	18838360
ipSNP1406	1	18838365
ipSNP1407	1	18838432
ipSNP1408	1	18974390
ipSNP1409	1	18974392
ipSNP1410	1	18977646
ipSNP1411	1	18977997
ipSNP1412	1	18978039
ipSNP1413	1	18980407
ipSNP1414	1	18984987
ipSNP1415	1	18992051
ipSNP1416	1	18992685
ipSNP1417	1	19100862
ipSNP1418	1	19100942
ipSNP1419	1	19103737
ipSNP1420	1	19103742
ipSNP1421	1	19104390
ipSNP1422	1	19234051
ipSNP1423	1	19235831
ipSNP1424	1	19252192
ipSNP1425	1	19252253
ipSNP1426	1	19252260
ipSNP1427	1	19252316
ipSNP1428	1	19252635
ipSNP1429	1	19252698
ipSNP1430	1	19252702
ipSNP1431	1	19317436
ipSNP1432	1	19317471
ipSNP1433	1	19327690
ipSNP1434	1	19346338
ipSNP1435	1	19346339
ipSNP1436	1	19346576
ipSNP1437	1	19346617
ipSNP1438	1	19346624
ipSNP1439	1	19346625
ipSNP1440	1	19348026
ipSNP1441	1	19348057
ipSNP1442	1	19476270
ipSNP1443	1	19476276
ipSNP1444	1	19476279
ipSNP1445	1	19476375
ipSNP1446	1	19476376
ipSNP1450	1	19641641
ipSNP1451	1	19641987
ipSNP1452	1	19642318
ipSNP1453	1	19642334
ipSNP1454	1	19642337
ipSNP1455	1	19642436
ipSNP1456	1	19642471
ipSNP1457	1	19642472
ipSNP1460	1	19678715
ipSNP1461	1	19678725
ipSNP1462	1	19678755
ipSNP1463	1	19679675
ipSNP1464	1	19679681
ipSNP1465	1	19679687
ipSNP1466	1	19679689
ipSNP1467	1	19679698
ipSNP1468	1	19679734
ipSNP1469	1	19973065
ipSNP1470	1	19973080
ipSNP1471	1	19973081
ipSNP1472	1	19973086
ipSNP1473	1	19973088
ipSNP1474	1	19973775
ipSNP1475	1	19974923
ipSNP1476	1	19978983
ipSNP1477	1	19978985
ipSNP1478	1	19978987
ipSNP1479	1	19979634
ipSNP1480	1	19979640
ipSNP1481	1	19979647
ipSNP1483	1	19990215
ipSNP1484	1	19990440
ipSNP1485	1	20056199
ipSNP1486	1	20056220
ipSNP1487	1	20056228
ipSNP1488	1	20056236
ipSNP1489	1	20056240
ipSNP1491	1	20115983
ipSNP1492	1	20213372
ipSNP1493	1	20283463
ipSNP1494	1	20283472
ipSNP1495	1	20529419
ipSNP1499	1	20698831
ipSNP1500	1	20908061
ipSNP1502	1	20990548
ipSNP1503	1	20994459
ipSNP1505	1	21383821
ipSNP1506	1	21383824
ipSNP1507	1	21383850
ipSNP1508	1	21383851
ipSNP1509	1	21383852
ipSNP1510	1	21383858
ipSNP1511	1	21383872
ipSNP1512	1	21387825
ipSNP1513	1	21389063
ipSNP1514	1	21466766
ipSNP1515	1	21468227
ipSNP1516	1	21468295
ipSNP1517	1	21471998
ipSNP1518	1	21472039
ipSNP1519	1	21473231
ipSNP1520	1	21473288
ipSNP1521	1	21543129
ipSNP1522	1	21543137
ipSNP1523	1	21543532
ipSNP1524	1	21543916
ipSNP1527	1	21568640
ipSNP1528	1	21601555
ipSNP1529	1	21601583
ipSNP1530	1	21686758
ipSNP1531	1	21699505
ipSNP1532	1	21699528
ipSNP1533	1	21703406
ipSNP1534	1	21710020
ipSNP1535	1	21710048
ipSNP1536	1	21714441
ipSNP1537	1	21714449
ipSNP1538	1	21714451
ipSNP1539	1	21714481
ipSNP1540	1	21714521
ipSNP1541	1	21714543
ipSNP1542	1	21720284
ipSNP1543	1	21720409
ipSNP1544	1	21721398
ipSNP1545	1	21721403
ipSNP1546	1	21721405
ipSNP1547	1	21721406
ipSNP1548	1	21721427
ipSNP1549	1	21758969
ipSNP1550	1	21990843
ipSNP1551	1	22069444
ipSNP1552	1	22069470
ipSNP1553	1	22069480
ipSNP1554	1	22070065
ipSNP1555	1	22070093
ipSNP1556	1	22246694
ipSNP1557	1	22246698
ipSNP1559	1	22246701
ipSNP1560	1	22257165
ipSNP1561	1	22257244
ipSNP1562	1	22259689
ipSNP1563	1	22376127
ipSNP1564	1	22376141
ipSNP1565	1	22376158
ipSNP1566	1	22376186
ipSNP1567	1	22383310
ipSNP1568	1	22385192
ipSNP1569	1	22385216
ipSNP1570	1	22385234
ipSNP1571	1	22385239
ipSNP1572	1	22432934
ipSNP1573	1	22432947
ipSNP1574	1	22432955
ipSNP1575	1	22432958
ipSNP1576	1	22439333
ipSNP1577	1	22439341
ipSNP1578	1	22439343
ipSNP1579	1	22439662
ipSNP1581	1	22634776
ipSNP1582	1	22634863
ipSNP1583	1	22634864
ipSNP1586	1	22639414
ipSNP1587	1	22639651
ipSNP1588	1	22639653
ipSNP1589	1	22641334
ipSNP1590	1	22641344
ipSNP1591	1	22641998
ipSNP1592	1	22656076
ipSNP1593	1	22744960
ipSNP1595	1	22748510
ipSNP1596	1	22748513
ipSNP1597	1	22748515
ipSNP1598	1	22748516
ipSNP1599	1	22748517
ipSNP1600	1	22748518
ipSNP1601	1	22748520
ipSNP1602	1	22875943
ipSNP1603	1	22894828
ipSNP1604	1	23047822
ipSNP1605	1	23047830
ipSNP1606	1	23047983
ipSNP1607	1	23048709
ipSNP1608	1	23048716
ipSNP1609	1	23054888
ipSNP1610	1	23054934
ipSNP1611	1	23056248
ipSNP1612	1	23065722
ipSNP1613	1	23065749
ipSNP1614	1	23065758
ipSNP1615	1	23065763
ipSNP1616	1	23110666
ipSNP1617	1	23110669
ipSNP1618	1	23110671
ipSNP1619	1	23110673
ipSNP1620	1	23111347
ipSNP1621	1	23111495
ipSNP1622	1	23116667
ipSNP1623	1	23116701
ipSNP1625	1	23116930
ipSNP1626	1	23224703
ipSNP1627	1	23224706
ipSNP1628	1	23241594
ipSNP1629	1	23244064
ipSNP1630	1	23414728
ipSNP1631	1	23415064
ipSNP1632	1	23564407
ipSNP1633	1	23566233
ipSNP1634	1	23566797
ipSNP1635	1	23589019
ipSNP1637	1	23609916
ipSNP1638	1	23613428
ipSNP1639	1	23613431
ipSNP1640	1	23617948
ipSNP1641	1	23617949
ipSNP1642	1	23923548
ipSNP1643	1	23924747
ipSNP1644	1	23937384
ipSNP1645	1	23962003
ipSNP1646	1	23962060
ipSNP1647	1	23962074
ipSNP1648	1	23968826
ipSNP1649	1	24051291
ipSNP1653	1	24193339
ipSNP1655	1	24193354
ipSNP1657	1	24194656
ipSNP1658	1	24194658
ipSNP1659	1	24194659
ipSNP1660	1	24194661
ipSNP1661	1	24203802
ipSNP1662	1	24206863
ipSNP1663	1	24206866
ipSNP1664	1	24206891
ipSNP1665	1	24206906
ipSNP1666	1	24225507
ipSNP1667	1	24226046
ipSNP1668	1	24297757
ipSNP1669	1	24304562
ipSNP1670	1	24304571
ipSNP1671	1	24304572
ipSNP1672	1	24304575
ipSNP1673	1	24304576
ipSNP1674	1	24304578
ipSNP1676	1	24304996
ipSNP1677	1	24305025
ipSNP1678	1	24583378
ipSNP1679	1	24599475
ipSNP1680	1	24599496
ipSNP1681	1	24599514
ipSNP1682	1	24602336
ipSNP1683	1	24602373
ipSNP1684	1	24671082
ipSNP1685	1	24675532
ipSNP1686	1	24675534
ipSNP1691	1	24744012
ipSNP1692	1	24778892
ipSNP1693	1	24778895
ipSNP1694	1	24778898
ipSNP1695	1	24778945
ipSNP1696	1	24786339
ipSNP1697	1	25104647
ipSNP1698	1	25104654
ipSNP1699	1	25104682
ipSNP1700	1	25104696
ipSNP1701	1	25104702
ipSNP1702	1	25104791
ipSNP1703	1	25104820
ipSNP1704	1	25104823
ipSNP1705	1	25163865
ipSNP1706	1	25187529
ipSNP1707	1	25187572
ipSNP1708	1	25287688
ipSNP1709	1	25287694
ipSNP1710	1	25287700
ipSNP1711	1	25370711
ipSNP1712	1	25371944
ipSNP1713	1	25374551
ipSNP1714	1	25374552
ipSNP1715	1	25374584
ipSNP1716	1	25374654
ipSNP1717	1	25374667
ipSNP1718	1	25374670
ipSNP1719	1	25375078
ipSNP1721	1	25376920
ipSNP1723	1	25376941
ipSNP1724	1	25376989
ipSNP1725	1	25379276
ipSNP1726	1	25379280
ipSNP1727	1	25387691
ipSNP1728	1	25387692
ipSNP1729	1	25411562
ipSNP1730	1	25414377
ipSNP1731	1	25414386
ipSNP1732	1	25414457
ipSNP1733	1	25414626
ipSNP1734	1	25414647
ipSNP1735	1	25414671
ipSNP1736	1	25414680
ipSNP1737	1	25414691
ipSNP1738	1	25415160
ipSNP1739	1	25415174
ipSNP1740	1	25415183
ipSNP1741	1	25415184
ipSNP1742	1	25416030
ipSNP1743	1	25449597
ipSNP1744	1	25449671
ipSNP1745	1	25621710
ipSNP1746	1	25630599
ipSNP1748	1	25705041
ipSNP1749	1	25710782
ipSNP1750	1	25710814
ipSNP1751	1	25744443
ipSNP1752	1	25744479
ipSNP1753	1	25744496
ipSNP1754	1	25745056
ipSNP1755	1	25745074
ipSNP1756	1	25814486
ipSNP1757	1	25814489
ipSNP1758	1	25823299
ipSNP1759	1	25823353
ipSNP1760	1	25876183
ipSNP1761	1	25878895
ipSNP1762	1	25882451
ipSNP1763	1	25883906
ipSNP1764	1	26329417
ipSNP1765	1	26334672
ipSNP1766	1	26334680
ipSNP1767	1	26496034
ipSNP1768	1	26525697
ipSNP1769	1	26572780
ipSNP1772	1	26577948
ipSNP1773	1	26684482
ipSNP1774	1	26684537
ipSNP1775	1	26689374
ipSNP1776	1	26690897
ipSNP1777	1	26690898
ipSNP1778	1	26690987
ipSNP1779	1	26693198
ipSNP1780	1	26694003
ipSNP1781	1	26694069
ipSNP1782	1	26694070
ipSNP1783	1	26694075
ipSNP1784	1	26694078
ipSNP1785	1	26694079
ipSNP1786	1	26694115
ipSNP1787	1	26912300
ipSNP1789	1	26912540
ipSNP1790	1	26912617
ipSNP1791	1	26914486
ipSNP1792	1	26914489
ipSNP1793	1	26914490
ipSNP1794	1	26914541
ipSNP1795	1	26914877
ipSNP1796	1	26914893
ipSNP1797	1	26914902
ipSNP1798	1	27083938
ipSNP1799	1	27100391
ipSNP1800	1	27100446
ipSNP1801	1	27107018
ipSNP1802	1	27107046
ipSNP1803	1	27111254
ipSNP1804	1	27117512
ipSNP1805	1	27126824
ipSNP1806	1	27126831
ipSNP1807	1	27126864
ipSNP1808	1	27141571
ipSNP1809	1	27141593
ipSNP1810	1	27141597
ipSNP1811	1	27141619
ipSNP1812	1	27157588
ipSNP1813	1	27157608
ipSNP1814	1	27172318
ipSNP1815	1	27173283
ipSNP1816	1	27183867
ipSNP1817	1	27303546
ipSNP1818	1	27303577
ipSNP1819	1	27395472
ipSNP1820	1	27395516
ipSNP1821	1	27395526
ipSNP1822	1	27403346
ipSNP1823	1	27501695
ipSNP1824	1	27507964
ipSNP1825	1	27508151
ipSNP1826	1	27524335
ipSNP1827	1	27524336
ipSNP1828	1	27524337
ipSNP1829	1	27524339
ipSNP1830	1	27524340
ipSNP1831	1	27625539
ipSNP1832	1	27625937
ipSNP1833	1	27626026
ipSNP1834	1	27626051
ipSNP1835	1	27626489
ipSNP1836	1	27626514
ipSNP1837	1	27626515
ipSNP1838	1	27626543
ipSNP1839	1	27626654
ipSNP1840	1	27626662
ipSNP1841	1	27626829
ipSNP1842	1	27627301
ipSNP1843	1	27627317
ipSNP1844	1	27627319
ipSNP1845	1	27627320
ipSNP1846	1	27627382
ipSNP1847	1	27627389
ipSNP1848	1	27628869
ipSNP1849	1	27628878
ipSNP1850	1	27629019
ipSNP1851	1	27630633
ipSNP1852	1	27630635
ipSNP1853	1	27630648
ipSNP1854	1	27630655
ipSNP1855	1	27638246
ipSNP1856	1	27638257
ipSNP1857	1	27638410
ipSNP1858	1	27638434
ipSNP1859	1	27638458
ipSNP1860	1	27638646
ipSNP1861	1	27638659
ipSNP1862	1	27638668
ipSNP1863	1	27638698
ipSNP1864	1	27638713
ipSNP1865	1	27638719
ipSNP1866	1	27638722
ipSNP1867	1	27638765
ipSNP1868	1	27638767
ipSNP1871	1	27647462
ipSNP1872	1	27776485
ipSNP1873	1	27777501
ipSNP1874	1	27777562
ipSNP1875	1	27777568
ipSNP1876	1	27777784
ipSNP1877	1	27778007
ipSNP1878	1	27778044
ipSNP1879	1	27778162
ipSNP1880	1	27799510
ipSNP1881	1	27799532
ipSNP1882	1	27799533
ipSNP1883	1	27804092
ipSNP1884	1	27898048
ipSNP1885	1	27898054
ipSNP1886	1	27898065
ipSNP1887	1	27916879
ipSNP1888	1	27916882
ipSNP1890	1	27918151
ipSNP1891	1	27980160
ipSNP1892	1	27982375
ipSNP1893	1	28210341
ipSNP1894	1	28269785
ipSNP1895	1	28293011
ipSNP1896	1	28420872
ipSNP1897	1	28424547
ipSNP1898	1	28424548
ipSNP1899	1	28424552
ipSNP1900	1	28424553
ipSNP1901	1	28424554
ipSNP1902	1	28424563
ipSNP1903	1	28424589
ipSNP1906	1	28448183
ipSNP1907	1	28459269
ipSNP1908	1	28460504
ipSNP1909	1	28461112
ipSNP1910	1	28461117
ipSNP1911	1	28461127
ipSNP1912	1	28522579
ipSNP1913	1	28522590
ipSNP1914	1	28608443
ipSNP1915	1	28609644
ipSNP1916	1	28609657
ipSNP1917	1	28609672
ipSNP1918	1	28632206
ipSNP1919	1	28632225
ipSNP1920	1	28632226
ipSNP1921	1	28632227
ipSNP1922	1	28643298
ipSNP1923	1	28643309
ipSNP1924	1	28643335
ipSNP1925	1	28677519
ipSNP1926	1	28765068
ipSNP1927	1	28765074
ipSNP1928	1	28765254
ipSNP1929	1	28765279
ipSNP1930	1	28765320
ipSNP1932	1	28765554
ipSNP1933	1	28765881
ipSNP1934	1	28794001
ipSNP1935	1	28794056
ipSNP1936	1	28796497
ipSNP1937	1	28796566
ipSNP1938	1	28798077
ipSNP1939	1	28862233
ipSNP1941	1	28926230
ipSNP1942	1	28961713
ipSNP1945	1	28964712
ipSNP1946	1	28964713
ipSNP1947	1	28964720
ipSNP1948	1	28964971
ipSNP1949	1	28964976
ipSNP1950	1	29032262
ipSNP1951	1	29032298
ipSNP1952	1	29032319
ipSNP1953	1	29032760
ipSNP1954	1	29032832
ipSNP1955	1	29033965
ipSNP1956	1	29156520
ipSNP1957	1	29156562
ipSNP1958	1	29156625
ipSNP1959	1	29190547
ipSNP1960	1	29191594
ipSNP1961	1	29191601
ipSNP1962	1	29191607
ipSNP1963	1	29196613
ipSNP1964	1	29361670
ipSNP1965	1	29361699
ipSNP1966	1	29404442
ipSNP1968	1	29514396
ipSNP1969	1	29514408
ipSNP1970	1	29514411
ipSNP1971	1	29514794
ipSNP1972	1	29521967
ipSNP1973	1	29522498
ipSNP1974	1	29522526
ipSNP1975	1	29543320
ipSNP1976	1	29543329
ipSNP1977	1	29614122
ipSNP1978	1	29686154
ipSNP1979	1	29686216
ipSNP1980	1	29686255
ipSNP1981	1	29692429
ipSNP1982	1	29692450
ipSNP1983	1	29692455
ipSNP1984	1	29787015
ipSNP1985	1	29787054
ipSNP1986	1	29788782
ipSNP1987	1	29788910
ipSNP1988	1	29788926
ipSNP1989	1	29935725
ipSNP1990	1	29935726
ipSNP1991	1	29936361
ipSNP1992	1	29936377
ipSNP1993	1	29936379
ipSNP1994	1	29936382
ipSNP1995	1	29937390
ipSNP1996	1	29937391
ipSNP1997	1	29937394
ipSNP1998	1	29937396
ipSNP1999	1	29937397
ipSNP2000	1	30042877
ipSNP2001	1	30042893
ipSNP2003	1	30217556
ipSNP2004	1	30217628
ipSNP2005	1	30217629
ipSNP2006	1	30256482
ipSNP2007	1	30259081
ipSNP2008	1	30261043
ipSNP2009	1	30261048
ipSNP2010	1	30261131
ipSNP2011	1	30261156
ipSNP2012	1	30279181
ipSNP2015	1	30286141
ipSNP2016	1	30286181
ipSNP2017	1	30286183
ipSNP2018	1	30571407
ipSNP2019	1	30685975
ipSNP2020	1	30686010
ipSNP2021	1	30686020
ipSNP2022	1	30686037
ipSNP2023	1	30686046
ipSNP2024	1	30686051
ipSNP2025	1	30686052
ipSNP2026	1	30686054
ipSNP2027	1	30686082
ipSNP2031	1	30689129
ipSNP2032	1	30689205
ipSNP2034	1	30802772
ipSNP2035	1	30803306
ipSNP2036	1	30803307
ipSNP2039	1	30804593
ipSNP2040	1	30804609
ipSNP2041	1	30804753
ipSNP2045	1	31206955
ipSNP2046	1	31207470
ipSNP2047	1	31207477
ipSNP2048	1	31207571
ipSNP2049	1	31207575
ipSNP2050	1	31244295
ipSNP2051	1	31244314
ipSNP2052	1	31249625
ipSNP2053	1	31249632
ipSNP2054	1	31249633
ipSNP2055	1	31252108
ipSNP2056	1	31252116
ipSNP2057	1	31252119
ipSNP2058	1	31252121
ipSNP2059	1	31252139
ipSNP2061	1	31372707
ipSNP2062	1	31372708
ipSNP2066	1	31426749
ipSNP2067	1	31426750
ipSNP2068	1	31501408
ipSNP2069	1	31501441
ipSNP2070	1	31535744
ipSNP2071	1	31535745
ipSNP2072	1	31535746
ipSNP2073	1	31535892
ipSNP2074	1	31741542
ipSNP2075	1	31744289
ipSNP2076	1	31745509
ipSNP2077	1	31765474
ipSNP2079	1	31767704
ipSNP2080	1	31848732
ipSNP2081	1	31848769
ipSNP2082	1	31859300
ipSNP2083	1	32009747
ipSNP2084	1	32009815
ipSNP2085	1	32021406
ipSNP2086	1	32054052
ipSNP2091	1	32081080
ipSNP2092	1	32081142
ipSNP2093	1	32081199
ipSNP2094	1	32084178
ipSNP2095	1	32087739
ipSNP2096	1	32087744
ipSNP2097	1	32088432
ipSNP2098	1	32088456
ipSNP2099	1	32088558
ipSNP2100	1	32091466
ipSNP2101	1	32091619
ipSNP2102	1	32091754
ipSNP2103	1	32091760
ipSNP2104	1	32091763
ipSNP2105	1	32091810
ipSNP2106	1	32091973
ipSNP2107	1	32092021
ipSNP2108	1	32092035
ipSNP2109	1	32092346
ipSNP2110	1	32093775
ipSNP2111	1	32153843
ipSNP2114	1	32159060
ipSNP2115	1	32159131
ipSNP2116	1	32160202
ipSNP2117	1	32160204
ipSNP2118	1	32160626
ipSNP2119	1	32160628
ipSNP2120	1	32160630
ipSNP2121	1	32160632
ipSNP2122	1	32160633
ipSNP2124	1	32197546
ipSNP2125	1	32197635
ipSNP2126	1	32199955
ipSNP2127	1	32199957
ipSNP2128	1	32228788
ipSNP2129	1	32228802
ipSNP2130	1	32228830
ipSNP2131	1	32402029
ipSNP2132	1	32525618
ipSNP2133	1	32525649
ipSNP2134	1	32527431
ipSNP2135	1	32527444
ipSNP2136	1	32527506
ipSNP2137	1	32527517
ipSNP2138	1	32527520
ipSNP2139	1	32527523
ipSNP2140	1	32527533
ipSNP2141	1	32527558
ipSNP2144	1	32527957
ipSNP2145	1	32577686
ipSNP2146	1	32577689
ipSNP2149	1	32578640
ipSNP2150	1	32579163
ipSNP2151	1	32579175
ipSNP2152	1	32579627
ipSNP2153	1	32579630
ipSNP2154	1	32579652
ipSNP2155	1	32579668
ipSNP2156	1	32579693
ipSNP2157	1	32580137
ipSNP2158	1	32580144
ipSNP2159	1	32580167
ipSNP2160	1	32580250
ipSNP2161	1	32580263
ipSNP2162	1	32581217
ipSNP2163	1	32581221
ipSNP2164	1	32581320
ipSNP2165	1	32582474
ipSNP2166	1	32582475
ipSNP2167	1	32582492
ipSNP2168	1	32582517
ipSNP2169	1	32601179
ipSNP2175	1	32653019
ipSNP2176	1	32653047
ipSNP2177	1	32669088
ipSNP2178	1	32756736
ipSNP2179	1	32765227
ipSNP2180	1	32836600
ipSNP2181	1	32836833
ipSNP2182	1	32836877
ipSNP2184	1	32837944
ipSNP2185	1	32837953
ipSNP2186	1	32837962
ipSNP2187	1	32837983
ipSNP2188	1	32838025
ipSNP2189	1	32839033
ipSNP2190	1	32839035
ipSNP2191	1	32839130
ipSNP2192	1	32839133
ipSNP2193	1	32839134
ipSNP2194	1	32839136
ipSNP2195	1	32839137
ipSNP2196	1	32839138
ipSNP2197	1	32839139
ipSNP2198	1	32839140
ipSNP2199	1	32839141
ipSNP2200	1	32839143
ipSNP2201	1	32839144
ipSNP2202	1	32839146
ipSNP2203	1	32839147
ipSNP2204	1	32839447
ipSNP2205	1	32868661
ipSNP2206	1	32869640
ipSNP2207	1	32869668
ipSNP2208	1	32870068
ipSNP2209	1	32870094
ipSNP2210	1	32870102
ipSNP2216	1	32871034
ipSNP2217	1	32871040
ipSNP2218	1	32985359
ipSNP2225	1	32985384
ipSNP2226	1	32985409
ipSNP2227	1	32985411
ipSNP2228	1	32998056
ipSNP2229	1	33111464
ipSNP2230	1	33112238
ipSNP2231	1	33112248
ipSNP2232	1	33112252
ipSNP2233	1	33112259
ipSNP2234	1	33112492
ipSNP2235	1	33120623
ipSNP2236	1	33120626
ipSNP2237	1	33122254
ipSNP2238	1	33122261
ipSNP2239	1	33122606
ipSNP2240	1	33122622
ipSNP2241	1	33122669
ipSNP2242	1	33122681
ipSNP2243	1	33122740
ipSNP2244	1	33124580
ipSNP2245	1	33160259
ipSNP2246	1	33162243
ipSNP2247	1	33162287
ipSNP2248	1	33162335
ipSNP2249	1	33162386
ipSNP2250	1	33214957
ipSNP2251	1	33214965
ipSNP2252	1	33215375
ipSNP2253	1	33216247
ipSNP2254	1	33219060
ipSNP2255	1	33219075
ipSNP2256	1	33219076
ipSNP2259	1	33267498
ipSNP2260	1	33267499
ipSNP2261	1	33267502
ipSNP2262	1	33267527
ipSNP2263	1	33267530
ipSNP2265	1	33267556
ipSNP2266	1	33267606
ipSNP2267	1	33268121
ipSNP2268	1	33268130
ipSNP2269	1	33268155
ipSNP2270	1	33268157
ipSNP2271	1	33270221
ipSNP2272	1	33270234
ipSNP2273	1	33270246
ipSNP2274	1	33270247
ipSNP2275	1	33270260
ipSNP2276	1	33270286
ipSNP2277	1	33270307
ipSNP2278	1	33278559
ipSNP2279	1	33278560
ipSNP2280	1	33278561
ipSNP2281	1	33278596
ipSNP2282	1	33415725
ipSNP2283	1	33416205
ipSNP2284	1	33416255
ipSNP2285	1	33416270
ipSNP2286	1	33416282
ipSNP2287	1	33423510
ipSNP2288	1	33674379
ipSNP2289	1	33676845
ipSNP2290	1	33823185
ipSNP2291	1	33832111
ipSNP2292	1	33832777
ipSNP2293	1	33832819
ipSNP2294	1	33837037
ipSNP2295	1	33837155
ipSNP2297	1	33889985
ipSNP2299	1	33892003
ipSNP2300	1	33892046
ipSNP2301	1	33953438
ipSNP2302	1	33953501
ipSNP2303	1	33956203
ipSNP2304	1	33956213
ipSNP2305	1	34154392
